"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL263376";"PHENYLTHIOUREA";"None";"152.22";"0";"1.34";"PTU";"NC(=S)Nc1ccccc1";"IC50";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"37.74";"0.78";"4.40";"15.10";"0";"CHEMBL1064494";"Inhibition of tyrosinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156902";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"1.8"
"CHEMBL128729";"";"None";"326.35";"0";"3.41";"15";"COc1cc(/C=C/C(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O";"IC50";"'>'";"250000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1054042";"Inhibition of tyrosinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153005";"1";"Scientific Literature";"Eur J Med Chem";"2009";"None";"";"";"";"250.0"
"CHEMBL50";"QUERCETIN";"3.0";"302.24";"0";"1.99";"Quercetin";"O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1054042";"Inhibition of tyrosinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153005";"1";"Scientific Literature";"Eur J Med Chem";"2009";"None";"";"";"";""
"CHEMBL48310";"HINOKITIOL";"None";"164.20";"0";"1.88";"beta-Thujaplicin";"CC(C)c1cccc(=O)c(O)c1";"IC50";"'='";"8980.0";"nM";"5.05";"";"";"UO_0000065";"30.74";"0.57";"3.17";"13.53";"0";"CHEMBL3388379";"Competitive inhibition of tyrosinase in human G-361 cells incubated for 10 mins measured for 2 hrs by MBTH-based spectrophotometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"G-361";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352108";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"CHEMBL3307514";"";"";"";"8.98"
"CHEMBL590969";"";"None";"328.35";"0";"3.66";"222";"O=C(O)c1ccc(Nc2nc(-c3ccc(O)cc3O)cs2)cc1";"IC50";"'='";"2600.0";"nM";"5.58";"";"";"UO_0000065";"17.01";"0.33";"1.93";"5.44";"1";"CHEMBL5331159";"Inhibition of human tyrosinase using L-DOPA as substrate incubated for 10 to 20 mins by MBTH dye based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5331042";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME_Lower = 10.0 min | TIME_Upper = 20.0 min";"INHIBITOR";"";"2.6"
"CHEMBL450195";"RUCINOL";"None";"166.22";"0";"2.44";"Rucinol";"CCCCc1ccc(O)cc1O";"IC50";"'='";"8300.0";"nM";"5.08";"";"";"UO_0000065";"30.57";"0.58";"2.64";"12.56";"0";"CHEMBL5355298";"Inhibition of tyrosinase in human MNT-1 cell lysates using L-DOPA as substrate assessed as reduction in melanin formation preincubated for 10 mins followed by substrate addition and measured by microplate reader analysis";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"MNT-1";"Lysates";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5352459";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 0.1667 hr";"INHIBITOR";"";"8.3"
"CHEMBL5412546";"";"None";"286.24";"0";"2.13";"16";"O=C1/C(=C/c2ccc(O)cc2O)Oc2c1ccc(O)c2O";"IC50";"'='";"11800.0";"nM";"4.93";"";"";"UO_0000065";"17.22";"0.32";"2.80";"4.60";"0";"CHEMBL5355298";"Inhibition of tyrosinase in human MNT-1 cell lysates using L-DOPA as substrate assessed as reduction in melanin formation preincubated for 10 mins followed by substrate addition and measured by microplate reader analysis";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"MNT-1";"Lysates";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5352459";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 0.1667 hr";"INHIBITOR";"";"11.8"
"CHEMBL4763438";"";"None";"292.36";"0";"3.21";"45";"CC(C)(C)C(=O)Nc1nc(-c2ccc(O)cc2O)cs1";"IC50";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"20.02";"0.40";"2.64";"7.10";"0";"CHEMBL4723114";"Inhibition of human tyrosinase using L- DOPA as substrate by MBTH based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715852";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"INHIBITOR";"";"1.4"
"CHEMBL24147";"RESORCINOL";"4.0";"110.11";"0";"1.10";"Resorcinol";"Oc1cccc(O)c1";"IC50";"'>'";"3000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"1";"CHEMBL5355310";"Inhibition of human tyrosinase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5352459";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"";"";"";"3000.0"
"CHEMBL476220";"";"None";"270.28";"0";"4.26";"10";"O=C(/C=C/c1ccc(F)cc1)/C=C/c1ccc(F)cc1";"IC50";"'>'";"250000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1054042";"Inhibition of tyrosinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153005";"1";"Scientific Literature";"Eur J Med Chem";"2009";"None";"";"";"";"250.0"
"CHEMBL5436579";"";"None";"250.32";"0";"3.04";"218";"CC(C)Nc1nc(-c2ccc(O)cc2O)cs1";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"23.80";"0.48";"2.92";"9.11";"0";"CHEMBL5331159";"Inhibition of human tyrosinase using L-DOPA as substrate incubated for 10 to 20 mins by MBTH dye based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5331042";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME_Lower = 10.0 min | TIME_Upper = 20.0 min";"INHIBITOR";"";"1.1"
"CHEMBL196";"ASCORBIC ACID";"4.0";"176.12";"0";"-1.41";"Vitamin C";"O=C1O[C@H]([C@@H](O)CO)C(O)=C1O";"IC50";"'='";"32500.0";"nM";"4.49";"";"";"UO_0000065";"25.48";"0.51";"5.90";"4.19";"0";"CHEMBL3406549";"Inhibition of tyrosinase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400083";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"32.5"
"CHEMBL365640";"";"None";"212.20";"0";"2.65";"4";"O=c1c2ccccc2oc2cc(O)ccc12";"IC50";"'='";"9260.0";"nM";"5.03";"";"";"UO_0000065";"23.72";"0.43";"2.38";"9.98";"0";"CHEMBL4678137";"Inhibition of Tyrosinase (unknown origin) using tyrosine as substrate incubated for 20 mins followed by substrate addition and measured every 10 mins for 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673324";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.8333 hr";"INHIBITOR";"";"9.26"
"CHEMBL186784";"XANTHONE";"None";"196.21";"0";"2.95";"1";"O=c1c2ccccc2oc2ccccc12";"IC50";"'='";"8840.0";"nM";"5.05";"";"";"UO_0000065";"25.76";"0.46";"2.10";"16.73";"0";"CHEMBL4678137";"Inhibition of Tyrosinase (unknown origin) using tyrosine as substrate incubated for 20 mins followed by substrate addition and measured every 10 mins for 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673324";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.8333 hr";"INHIBITOR";"";"8.84"
"CHEMBL449483";"BRYOAMARIDE";"None";"678.82";"3";"1.10";"C6";"CC(C)(O)CCC(=O)[C@@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C";"IC50";"'='";"85010.0";"nM";"4.07";"";"";"UO_0000065";"6.00";"0.12";"2.97";"1.93";"0";"CHEMBL870599";"Inhibitory activity against tyrosinase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148597";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"85.01"
"CHEMBL46909";"";"None";"300.35";"0";"3.89";"5";"COc1cc(/C=C/c2ccc(OC)cc2OC)cc(OC)c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL854613";"Inhibition of tyrosinase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139674";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"100.0"
"CHEMBL5440042";"";"None";"233.23";"0";"1.45";"212";"CC(=O)Nc1nc(-c2ccc(O)cc2O)c[nH]1";"IC50";"'>'";"700000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5331159";"Inhibition of human tyrosinase using L-DOPA as substrate incubated for 10 to 20 mins by MBTH dye based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5331042";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME_Lower = 10.0 min | TIME_Upper = 20.0 min";"";"";"700.0"
"CHEMBL5432134";"";"None";"311.38";"0";"4.28";"213";"O=C(Nc1cccc(-c2ccc(O)cc2O)c1)C1CCCCC1";"IC50";"'>'";"700000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5331159";"Inhibition of human tyrosinase using L-DOPA as substrate incubated for 10 to 20 mins by MBTH dye based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5331042";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME_Lower = 10.0 min | TIME_Upper = 20.0 min";"";"";"700.0"
"CHEMBL537";"HYDROQUINONE";"4.0";"110.11";"0";"1.10";"hydroquinone";"Oc1ccc(O)cc1";"IC50";"'='";"15000.0";"nM";"4.82";"";"";"UO_0000065";"43.81";"0.82";"3.72";"11.92";"0";"CHEMBL5331164";"Inhibition of human His-tagged tyrosinase CD expressed in HEK293 cells assessed as inhibition of melanin production using L-DOPA as substrate";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5331042";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"";"INHIBITOR";"";"15.0"
"CHEMBL4060966";"";"None";"228.20";"0";"2.36";"14";"O=c1c2ccc(O)cc2oc2cc(O)ccc12";"IC50";"'='";"4420.0";"nM";"5.36";"";"";"UO_0000065";"23.46";"0.43";"2.99";"7.58";"0";"CHEMBL4678137";"Inhibition of Tyrosinase (unknown origin) using tyrosine as substrate incubated for 20 mins followed by substrate addition and measured every 10 mins for 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673324";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.8333 hr";"INHIBITOR";"";"4.42"
"CHEMBL287556";"KOJIC ACID";"None";"142.11";"0";"-0.16";"Kojic acid";"O=c1cc(CO)occ1O";"IC50";"'='";"20000.0";"nM";"4.70";"";"";"UO_0000065";"33.07";"0.64";"4.86";"6.65";"0";"CHEMBL4411352";"Inhibition of tyrosinase (unknown origin) assessed as reduction in diphenolase activity";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4411257";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"20.0"
"CHEMBL364619";"";"None";"226.23";"0";"2.95";"6";"COc1cccc2oc3ccccc3c(=O)c12";"IC50";"'='";"5140.0";"nM";"5.29";"";"";"UO_0000065";"23.38";"0.42";"2.34";"13.41";"0";"CHEMBL4678137";"Inhibition of Tyrosinase (unknown origin) using tyrosine as substrate incubated for 20 mins followed by substrate addition and measured every 10 mins for 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673324";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.8333 hr";"INHIBITOR";"";"5.14"
"CHEMBL187801";"";"None";"226.23";"0";"2.95";"9";"COc1cccc2c(=O)c3ccccc3oc12";"IC50";"'='";"5330.0";"nM";"5.27";"";"";"UO_0000065";"23.31";"0.42";"2.32";"13.37";"0";"CHEMBL4678137";"Inhibition of Tyrosinase (unknown origin) using tyrosine as substrate incubated for 20 mins followed by substrate addition and measured every 10 mins for 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673324";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.8333 hr";"INHIBITOR";"";"5.33"
"CHEMBL287556";"KOJIC ACID";"None";"142.11";"0";"-0.16";"Kojic acid";"O=c1cc(CO)occ1O";"IC50";"'='";"80.0";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"0";"CHEMBL5233572";"Inhibition of tyrosinase (unknown origin) using DOPA as substrate incubated for 15 min by spectrophotometer assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5233214";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.25 hr";"INHIBITOR";"";"80.0"
"CHEMBL251254";"HYPEROSIDE";"None";"464.38";"2";"-0.54";"7";"O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12";"IC50";"'='";"0.762";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL5233572";"Inhibition of tyrosinase (unknown origin) using DOPA as substrate incubated for 15 min by spectrophotometer assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5233214";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.25 hr";"INHIBITOR";"";"0.762"
"CHEMBL590969";"";"None";"328.35";"0";"3.66";"49";"O=C(O)c1ccc(Nc2nc(-c3ccc(O)cc3O)cs2)cc1";"IC50";"'='";"2600.0";"nM";"5.58";"";"";"UO_0000065";"17.01";"0.33";"1.93";"5.44";"0";"CHEMBL4723114";"Inhibition of human tyrosinase using L- DOPA as substrate by MBTH based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715852";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"INHIBITOR";"";"2.6"
"CHEMBL202844";"N-TRANS-FERULOYLDOPAMINE";"None";"329.35";"0";"2.18";"13";"COc1cc(/C=C/C(=O)NCCc2ccc(O)c(O)c2)ccc1O";"IC50";"'='";"50000.0";"nM";"4.30";"";"";"UO_0000065";"13.06";"0.24";"2.12";"4.34";"0";"CHEMBL4723095";"Inhibition of tyrosinase in neonatal human epidermal melanocytes";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Melanocyte";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715852";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 24.0 hr";"INHIBITOR";"";"50.0"
"CHEMBL146816";"METHYL P-HYDROXYCINNAMATE";"None";"178.19";"0";"1.58";"2";"COC(=O)/C=C/c1ccc(O)cc1";"IC50";"'='";"30000.0";"nM";"4.52";"";"";"UO_0000065";"25.38";"0.48";"2.94";"9.72";"1";"CHEMBL4723095";"Inhibition of tyrosinase in neonatal human epidermal melanocytes";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Melanocyte";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715852";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 24.0 hr";"INHIBITOR";"";"30.0"
"CHEMBL218924";"SUBAMOLIDE A";"None";"340.50";"0";"4.89";"15";"CCCCCCCCCCCCC/C=C1\C(=O)O[C@@](C)(OC)[C@@H]1O";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"17.62";"0.34";"1.11";"10.76";"0";"CHEMBL4723094";"Inhibition of tyrosinase in human neonatal foreskin epidermal melanocyte cells using L-tyrosine and L-DOPA as substrate preincubated for 2 days followed by cell lysis and subsequent substrate addition and measured after 3 hr by spectrophotometric method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Melanocyte";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715852";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 51.0 hr";"INHIBITOR";"";"1.0"
"CHEMBL537";"HYDROQUINONE";"4.0";"110.11";"0";"1.10";"Hydroquinone";"Oc1ccc(O)cc1";"IC50";"'='";"4400000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"1";"CHEMBL4723101";"Inhibition of human His-tagged tyrosinase expressed in HEK 293 cells using L-DOPA as substrate by MBTH based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715852";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"INHIBITOR";"";"4400.0"
"CHEMBL16217";"";"None";"150.22";"0";"2.69";"12";"CC(C)(C)c1ccc(O)cc1";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"33.28";"0.62";"2.31";"24.72";"0";"CHEMBL4723108";"Inhibition of tyrosinase in human melanocytes using L-[3,5-3H]-tyrosine as substrate incubated for 1 to 3 days by liquid scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Melanocyte";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715852";"1";"Scientific Literature";"J Med Chem";"2020";"None";"Time_Lower = 1.0 day | Time_Upper = 3.0 day";"INHIBITOR";"";"10.0"
"CHEMBL441343";"PARABEN";"None";"138.12";"0";"1.09";"17";"O=C(O)c1ccc(O)cc1";"IC50";"'='";"9350.0";"nM";"5.03";"";"";"UO_0000065";"36.41";"0.69";"3.94";"8.74";"0";"CHEMBL4136573";"Inhibition of tyrosinase (unknown origin) using L-dihydroxyphenylalanine as substrate preincubated for 30 mins followed by substrate addition measured for 7 mins by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130583";"1";"Scientific Literature";"J Nat Prod";"2017";"None";"";"";"";"9.35"
"CHEMBL5432409";"";"None";"234.64";"0";"-0.96";"(-)-11";"Cl.N[C@H](Cc1ccc(=O)n(O)c1)C(=O)O";"IC50";"'='";"277000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5326168";"Inhibition of tyrosinase in human MNT-1 cell lysates assessed as inhibition of melanin production using L-DOPA as substrate measured after 3 hrs";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"MNT-1";"Lysates";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5325409";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 3.0 hr";"INHIBITOR";"";"277.0"
"CHEMBL5282145";"";"None";"406.47";"0";"0.79";"29";"CCOc1ccc(S(=O)(=O)N[C@H](C)CO)cc1-c1nnc2c(n1)c(C)nn2C";"IC50";"'='";"30760.0";"nM";"4.51";"";"";"UO_0000065";"11.10";"0.22";"3.72";"3.42";"0";"CHEMBL5242033";"Inhibition of tyrosinase (unknown origin) incubated for 20 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241085";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 0.3333 hr";"INHIBITOR";"";"30.76"
"CHEMBL1491393";"";"None";"286.32";"0";"2.75";"50";"Oc1ccc(-c2csc(Nc3ncccn3)n2)c(O)c1";"IC50";"'='";"3200.0";"nM";"5.50";"";"";"UO_0000065";"19.19";"0.38";"2.74";"6.03";"0";"CHEMBL4723114";"Inhibition of human tyrosinase using L- DOPA as substrate by MBTH based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715852";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"INHIBITOR";"";"3.2"
"CHEMBL287556";"KOJIC ACID";"None";"142.11";"0";"-0.16";"KA";"O=c1cc(CO)occ1O";"IC50";"'='";"15000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3871141";"Inhibition of tyrosinase in human MNT1 cells assessed as suppression of melanin biosynthesis measured after 96 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MNT1";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3870357";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"None";"";"";"";"15000.0"
"CHEMBL43065";"OXYRESVERATROL";"None";"244.25";"0";"2.68";"22";"Oc1cc(O)cc(/C=C/c2ccc(O)cc2O)c1";"IC50";"'='";"7600.0";"nM";"5.12";"";"";"UO_0000065";"20.96";"0.39";"2.44";"6.33";"0";"CHEMBL4723109";"Inhibition of human HMV-II cell derived tyrosinase using DOPA as substrate incubated for 5 mins by light absorbance method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HMV-2 cell line";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715852";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 0.08333 hr";"INHIBITOR";"";"7.6"
"CHEMBL140";"";"None";"368.39";"0";"3.37";"17";"COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O";"IC50";"'='";"5000.0";"nM";"5.30";"";"";"UO_0000065";"14.39";"0.27";"1.93";"5.70";"0";"CHEMBL4723110";"Inhibition of tyrosinase in human melanocyte cells using L-DOPA as substrate by absorbance method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Melanocyte";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715852";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"INHIBITOR";"";"5.0"
"CHEMBL4743159";"";"None";"278.33";"0";"2.82";"126";"CC(C)C(=O)Nc1nc(-c2ccc(O)cc2O)cs1";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"21.41";"0.43";"3.14";"7.23";"1";"CHEMBL5242436";"Inhibition of human his tagged tyrosinase expressed in HEK293 cells using L-DOPA as substrate by HTS analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241093";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";"INHIBITOR";"";"1.1"
